frame.time_epoch,ip.src,ip.dst,frame.len,tcp.srcport,tcp.dstport
1751014109.186287000,8.8.8.8,172.16.10.60,66,,
1751014109.186504000,172.16.10.60,8.8.8.8,75,,
1751014109.186837000,172.16.10.60,8.8.8.8,76,,
1751014109.197894000,8.8.8.8,172.16.10.60,72,,
1751014111.606756000,,,42,,
1751014112.221605000,172.16.10.67,172.16.10.255,243,,
1751014112.323681000,,,60,,
1751014114.679271000,172.16.10.70,172.16.10.255,243,,
1751014117.528190000,172.16.10.60,162.159.192.1,78,61562,443
1751014117.642373000,162.159.192.1,172.16.10.60,74,443,61562
1751014117.642646000,172.16.10.60,162.159.192.1,66,61562,443
1751014117.643507000,172.16.10.60,162.159.192.1,589,61562,443
1751014117.753468000,162.159.192.1,172.16.10.60,66,443,61562
1751014117.755124000,162.159.192.1,172.16.10.60,318,443,61562
1751014117.755289000,172.16.10.60,162.159.192.1,66,61562,443
1751014117.756027000,172.16.10.60,162.159.192.1,146,61562,443
1751014117.756419000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.756421000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.756423000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.756425000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.756427000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.756428000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.756431000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.756433000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.756435000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.756437000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.869685000,162.159.192.1,172.16.10.60,66,443,61562
1751014117.869689000,162.159.192.1,172.16.10.60,66,443,61562
1751014117.869693000,162.159.192.1,172.16.10.60,66,443,61562
1751014117.869696000,162.159.192.1,172.16.10.60,66,443,61562
1751014117.869699000,162.159.192.1,172.16.10.60,66,443,61562
1751014117.869981000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.869988000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.869990000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.869991000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.870104000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.870107000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.870109000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.870110000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.870166000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.870168000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.870170000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.870171000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.870208000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.870209000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.870210000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.870211000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.870246000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.870248000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.870249000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.870251000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974096000,162.159.192.1,172.16.10.60,66,443,61562
1751014117.974099000,162.159.192.1,172.16.10.60,66,443,61562
1751014117.974346000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974355000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974357000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974359000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974472000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974474000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974476000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974477000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974604000,162.159.192.1,172.16.10.60,66,443,61562
1751014117.974802000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974805000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974807000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974808000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974809000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974811000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974813000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974815000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974816000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974818000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974820000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974821000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974822000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974824000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974826000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974828000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974829000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974830000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974832000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974833000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974835000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974837000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974838000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974840000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974842000,172.16.10.60,162.159.192.1,1454,61562,443
1751014117.974844000,172.16.10.60,162.159.192.1,1454,61562,443
1751014118.077118000,162.159.192.1,172.16.10.60,66,443,61562
1751014118.077122000,162.159.192.1,172.16.10.60,66,443,61562
1751014118.077367000,172.16.10.60,162.159.192.1,1454,61562,443
1751014118.077374000,172.16.10.60,162.159.192.1,1454,61562,443
1751014118.077375000,172.16.10.60,162.159.192.1,1454,61562,443
1751014118.077377000,172.16.10.60,162.159.192.1,1454,61562,443
1751014118.077397000,162.159.192.1,172.16.10.60,66,443,61562
1751014118.077477000,172.16.10.60,162.159.192.1,771,61562,443
1751014118.120107000,162.159.192.1,172.16.10.60,66,443,61562
1751014118.186972000,162.159.192.1,172.16.10.60,66,443,61562
1751014118.187129000,162.159.192.1,172.16.10.60,66,443,61562
1751014118.187131000,162.159.192.1,172.16.10.60,66,443,61562
1751014118.190109000,162.159.192.1,172.16.10.60,1494,443,61562
1751014118.190112000,162.159.192.1,172.16.10.60,183,443,61562
1751014118.190209000,172.16.10.60,162.159.192.1,66,61562,443
1751014118.304034000,,,98,61563,443
1751014118.305164000,172.16.10.60,8.8.8.8,220,,
1751014118.305260000,172.16.10.60,8.8.8.8,84,,
1751014118.314454000,8.8.8.8,172.16.10.60,73,,
1751014118.314456000,8.8.8.8,172.16.10.60,78,,
1751014118.315410000,8.8.8.8,172.16.10.60,629,,
1751014118.315413000,8.8.8.8,172.16.10.60,66,,
1751014118.315616000,172.16.10.60,8.8.8.8,75,,
1751014118.315937000,172.16.10.60,8.8.8.8,76,,
1751014118.328666000,8.8.8.8,172.16.10.60,72,,
1751014118.504820000,172.16.10.60,96.7.128.198,78,61564,443
1751014118.559369000,,,94,443,61563
1751014118.559611000,,,86,61563,443
1751014118.560351000,,,407,61563,443
1751014118.733225000,96.7.128.198,172.16.10.60,74,443,61564
1751014118.733429000,172.16.10.60,96.7.128.198,54,61564,443
1751014118.826692000,,,1482,443,61563
1751014118.826696000,,,1404,443,61563
1751014118.826918000,,,86,61563,443
1751014118.837500000,,,92,61563,443
1751014118.837577000,,,144,61563,443
1751014118.837815000,,,172,61563,443
1751014118.837954000,,,145,61563,443
1751014119.186349000,,,86,443,61563
1751014119.186353000,,,86,443,61563
1751014119.186356000,,,86,443,61563
1751014119.186359000,,,86,443,61563
1751014119.186362000,,,357,443,61563
1751014119.186365000,,,341,443,61563
1751014119.186368000,,,147,443,61563
1751014119.186372000,,,117,443,61563
1751014119.186374000,,,283,443,61563
1751014119.186377000,,,1373,443,61563
1751014119.186652000,,,86,61563,443
1751014119.187200000,,,117,61563,443
1751014119.187417000,,,110,61563,443
1751014119.189778000,,,86,61563,443
1751014119.492258000,,,86,443,61563
1751014119.492265000,,,86,443,61563
1751014119.492267000,,,110,443,61563
1751014119.492270000,,,86,443,61563
1751014119.492574000,,,98,61563,443
1751014119.492772000,,,74,61563,443
1751014119.492818000,,,74,61563,443
1751014119.799358000,,,74,443,61563
1751014121.949488000,172.16.10.72,172.16.10.255,216,,
1751014121.976292000,172.16.10.60,17.242.13.4,1494,60512,5223
1751014121.976302000,172.16.10.60,17.242.13.4,1494,60512,5223
1751014121.976350000,172.16.10.60,17.242.13.4,1322,60512,5223
1751014121.986094000,17.242.13.4,172.16.10.60,66,5223,60512
1751014121.986098000,17.242.13.4,172.16.10.60,78,5223,60512
1751014121.986100000,17.242.13.4,172.16.10.60,66,5223,60512
1751014122.051353000,172.16.10.72,172.16.10.255,92,,
1751014122.666510000,172.16.10.72,172.16.10.255,92,,
1751014122.667965000,,,42,,
1751014122.668067000,,,42,,
1751014123.358205000,,,86,,
1751014123.364161000,,,78,,
1751014123.382551000,172.16.10.72,172.16.10.255,92,,
1751014123.566449000,,,86,,
1751014123.566659000,,,78,,
1751014123.812398000,,,74,61552,443
1751014123.835062000,,,86,443,61552
1751014125.225946000,,,60,,
1751014125.226454000,172.16.10.72,172.16.10.255,216,,
1751014125.328384000,172.16.10.72,172.16.10.255,92,,
1751014125.942822000,172.16.10.72,172.16.10.255,92,,
1751014126.659751000,172.16.10.72,172.16.10.255,92,,
1751014127.376561000,172.16.10.30,255.255.255.255,142,,
1751014127.478649000,,,60,,
1751014128.400651000,172.16.10.72,172.16.10.255,216,,
1751014128.502788000,172.16.10.72,172.16.10.255,92,,
1751014129.219599000,172.16.10.72,172.16.10.255,92,,
1751014129.938559000,172.16.10.72,172.16.10.255,92,,
1751014131.600574000,,,74,61553,443
1751014131.643245000,,,86,443,61553
1751014131.676993000,172.16.10.72,172.16.10.255,92,,
1751014132.086814000,172.16.10.72,224.0.0.251,87,,
1751014132.189268000,,,107,,
1751014132.394183000,172.16.10.72,172.16.10.255,92,,
1751014133.213315000,172.16.10.72,172.16.10.255,92,,
1751014135.466936000,172.16.10.72,224.0.0.251,518,,
1751014135.467577000,,,538,,
1751014135.467582000,172.16.10.72,224.0.0.251,93,,
1751014135.568439000,,,113,,
1751014135.671070000,172.16.10.72,224.0.0.251,93,,
1751014135.773312000,,,113,,
1751014135.978015000,172.16.10.72,224.0.0.251,93,,
1751014136.082458000,,,113,,
1751014136.183627000,172.16.10.72,224.0.0.251,639,,
1751014136.184539000,,,659,,
1751014136.185392000,172.16.10.72,224.0.0.251,575,,
1751014136.287084000,,,595,,
1751014137.207453000,,,74,50877,61309
1751014137.207869000,,,86,61309,50877
1751014137.514030000,172.16.10.72,172.16.10.255,86,,
1751014139.039758000,,,74,61322,5228
1751014139.113568000,,,86,5228,61322
1751014141.917720000,,,86,,
1751014141.917986000,,,78,,
1751014142.429730000,172.16.10.70,224.0.0.251,386,,
1751014142.430365000,,,406,,
1751014142.430369000,172.16.10.70,224.0.0.251,93,,
1751014142.531786000,,,113,,
1751014142.565650000,,,86,,
1751014142.637206000,,,78,,
1751014142.736153000,172.16.10.70,224.0.0.251,93,,
1751014142.838610000,,,113,,
1751014142.941142000,172.16.10.70,224.0.0.251,93,,
1751014143.043581000,,,113,,
1751014143.248999000,172.16.10.70,224.0.0.251,507,,
1751014143.249728000,,,527,,
1751014143.252590000,172.16.10.70,224.0.0.251,443,,
1751014143.351352000,,,463,,
1751014155.026317000,172.16.10.72,172.16.10.255,216,,
1751014155.126722000,172.16.10.72,172.16.10.255,92,,
1751014155.843806000,172.16.10.72,172.16.10.255,92,,
1751014156.122877000,,,1292,,
1751014156.122896000,,,1292,,
1751014156.122897000,,,1292,,
1751014156.122984000,,,139,,
1751014156.123109000,,,314,,
1751014156.123135000,,,273,,
1751014156.123159000,,,274,,
1751014156.134838000,,,102,,
1751014156.134841000,,,102,,
1751014156.134844000,,,1292,,
1751014156.134847000,,,1292,,
1751014156.146730000,,,1292,,
1751014156.153949000,,,1292,,
1751014156.178225000,,,1292,,
1751014156.185453000,,,1292,,
1751014156.194287000,,,1292,,
1751014156.194290000,,,365,,
1751014156.194293000,,,989,,
1751014156.194699000,,,140,,
1751014156.194735000,,,93,,
1751014156.195095000,,,92,,
1751014156.195097000,,,86,,
1751014156.196559000,,,570,,
1751014156.196561000,,,85,,
1751014156.196711000,,,93,,
1751014156.201582000,,,182,,
1751014156.201584000,,,1292,,
1751014156.201587000,,,87,,
1751014156.201718000,,,93,,
1751014156.201821000,,,100,,
1751014156.202543000,,,1292,,
1751014156.202550000,,,1292,,
1751014156.202644000,,,143,,
1751014156.202760000,,,625,,
1751014156.209199000,,,87,,
1751014156.211708000,,,102,,
1751014156.211710000,,,1292,,
1751014156.221914000,,,1292,,
1751014156.229184000,,,1292,,
1751014156.248525000,,,1292,,
1751014156.277516000,,,1292,,
1751014156.277519000,,,359,,
1751014156.277522000,,,995,,
1751014156.277525000,,,96,,
1751014156.277527000,,,86,,
1751014156.277530000,,,84,,
1751014156.278308000,,,140,,
1751014156.278396000,,,93,,
1751014156.278499000,,,93,,
1751014156.292064000,,,1292,,
1751014156.292068000,,,1292,,
1751014156.292239000,,,175,,
1751014156.294893000,,,182,,
1751014156.295033000,,,95,,
1751014156.340854000,,,590,,
1751014156.340856000,,,84,,
1751014156.341198000,,,99,,
1751014156.341276000,,,95,,
1751014156.350434000,,,89,,
1751014156.560265000,172.16.10.72,172.16.10.255,92,,
1751014158.301581000,172.16.10.72,172.16.10.255,216,,
1751014158.403536000,172.16.10.72,172.16.10.255,92,,
1751014159.120462000,172.16.10.72,172.16.10.255,92,,
1751014159.837258000,172.16.10.72,172.16.10.255,92,,
1751014160.763195000,,,86,,
1751014160.767183000,,,78,,
1751014161.578262000,172.16.10.72,172.16.10.255,216,,
1751014161.680405000,172.16.10.72,172.16.10.255,92,,
1751014162.294902000,172.16.10.72,172.16.10.255,92,,
1751014163.114079000,172.16.10.72,172.16.10.255,92,,
1751014164.752674000,,,134,,
1751014164.856638000,172.16.10.72,172.16.10.255,92,,
1751014165.571643000,172.16.10.72,172.16.10.255,92,,
1751014165.793276000,172.16.10.60,162.159.200.1,90,,
1751014165.798009000,,,86,,
1751014165.798186000,,,78,,
1751014165.804498000,162.159.200.1,172.16.10.60,90,,
1751014166.288447000,172.16.10.72,172.16.10.255,92,,
1751014167.107799000,172.16.10.72,172.16.10.255,216,,
1751014167.209929000,172.16.10.72,172.16.10.255,92,,
1751014167.517221000,172.16.10.72,172.16.10.255,86,,
1751014167.824518000,172.16.10.72,172.16.10.255,92,,
1751014168.541231000,172.16.10.72,172.16.10.255,92,,
1751014168.836593000,,,74,61552,443
1751014168.871110000,,,86,443,61552
1751014170.384743000,172.16.10.72,172.16.10.255,216,,
1751014170.486776000,172.16.10.72,172.16.10.255,92,,
1751014170.897041000,,,42,,
1751014170.897164000,,,42,,
1751014171.100890000,,,42,,
1751014171.101100000,172.16.10.72,172.16.10.255,92,,
1751014171.203513000,172.16.10.62,224.0.0.251,87,,
1751014171.203911000,,,107,,
1751014171.203913000,172.16.10.62,224.0.0.251,87,,
1751014171.305996000,,,107,,
1751014171.408321000,172.16.10.62,224.0.0.251,87,,
1751014171.408884000,,,107,,
1751014171.408887000,172.16.10.62,224.0.0.251,87,,
1751014171.408973000,,,107,,
1751014171.818003000,172.16.10.72,172.16.10.255,92,,
1751014172.227621000,172.16.10.62,224.0.0.251,87,,
1751014172.227674000,,,107,,
1751014172.329863000,,,107,,
1751014172.432278000,172.16.10.62,224.0.0.251,87,,
1751014172.534783000,,,107,,
1751014172.534808000,172.16.10.62,224.0.0.251,87,,
1751014172.535327000,,,107,,
1751014173.560229000,172.16.10.72,172.16.10.255,216,,
1751014173.661200000,172.16.10.72,172.16.10.255,92,,
1751014173.968407000,,,42,,
1751014174.378027000,172.16.10.72,172.16.10.255,92,,
1751014174.582627000,,,42,,
1751014175.096450000,172.16.10.72,172.16.10.255,92,,
1751014175.606745000,,,42,,
1751014176.643025000,,,74,61553,443
1751014176.683587000,,,86,443,61553
1751014176.835343000,172.16.10.72,172.16.10.255,92,,
1751014177.552460000,172.16.10.72,172.16.10.255,92,,
1751014177.961960000,,,42,,
1751014178.371682000,172.16.10.72,172.16.10.255,92,,
1751014178.678803000,,,42,,
1751014179.229937000,,,98,61565,443
1751014179.430765000,172.16.10.60,96.7.128.175,78,61566,443
1751014179.488822000,,,94,443,61565
1751014179.489088000,,,86,61565,443
1751014179.489839000,,,407,61565,443
1751014179.600164000,,,42,,
1751014179.691939000,96.7.128.175,172.16.10.60,74,443,61566
1751014179.692164000,172.16.10.60,96.7.128.175,54,61566,443
1751014179.759147000,,,86,443,61565
1751014179.760467000,,,1494,443,61565
1751014179.760470000,,,1394,443,61565
1751014179.760680000,,,86,61565,443
1751014179.771638000,,,92,61565,443
1751014179.771722000,,,144,61565,443
1751014179.771983000,,,172,61565,443
1751014179.772134000,,,145,61565,443
1751014180.116283000,,,98,443,61565
1751014180.116287000,,,98,443,61565
1751014180.116290000,,,98,443,61565
1751014180.116292000,,,86,443,61565
1751014180.116295000,,,357,443,61565
1751014180.116298000,,,341,443,61565
1751014180.116300000,,,147,443,61565
1751014180.116304000,,,321,443,61565
1751014180.116306000,,,1373,443,61565
1751014180.116629000,,,92,61565,443
1751014180.116677000,,,231,61565,443
1751014180.116775000,,,86,61565,443
1751014180.117431000,,,117,61565,443
1751014180.117677000,,,110,61565,443
1751014180.120055000,,,86,61565,443
1751014180.326210000,172.16.10.60,8.8.8.8,70,,
1751014180.326586000,172.16.10.60,8.8.8.8,70,,
1751014180.326644000,172.16.10.60,8.8.8.8,70,,
1751014180.353496000,8.8.8.8,172.16.10.60,146,,
1751014180.353499000,8.8.8.8,172.16.10.60,102,,
1751014180.353504000,8.8.8.8,172.16.10.60,126,,
1751014180.358346000,,,1292,,
1751014180.358385000,,,1292,,
1751014180.358404000,,,1292,,
1751014180.359727000,,,143,,
1751014180.360104000,,,325,,
1751014180.360167000,,,280,,
1751014180.360218000,,,281,,
1751014180.367060000,,,102,,
1751014180.367411000,,,102,,
1751014180.367415000,,,1292,,
1751014180.367418000,,,1292,,
1751014180.372185000,,,98,443,61565
1751014180.372188000,,,98,443,61565
1751014180.373066000,,,86,443,61565
1751014180.373069000,,,86,443,61565
1751014180.373072000,,,86,443,61565
1751014180.375731000,,,86,443,61565
1751014180.375732000,,,110,443,61565
1751014180.375837000,,,98,61565,443
1751014180.375989000,,,1292,,
1751014180.375996000,,,74,61565,443
1751014180.388591000,,,1292,,
1751014180.409552000,,,1292,,
1751014180.417220000,,,1292,,
1751014180.426289000,,,1292,,
1751014180.426856000,,,361,,
1751014180.426859000,,,993,,
1751014180.427593000,,,88,,
1751014180.427595000,,,86,,
1751014180.428291000,,,1292,,
1751014180.429038000,,,141,,
1751014180.429129000,,,93,,
1751014180.432237000,,,570,,
1751014180.432240000,,,85,,
1751014180.432438000,,,93,,
1751014180.436650000,,,182,,
1751014180.436653000,,,1278,,
1751014180.436772000,,,93,,
1751014180.438692000,172.16.10.60,54.185.38.139,78,61567,443
1751014180.465826000,,,101,,
1751014180.473606000,,,87,,
1751014180.694307000,172.16.10.60,54.185.38.139,78,61568,443
1751014180.708350000,54.185.38.139,172.16.10.60,74,443,61567
1751014180.708514000,172.16.10.60,54.185.38.139,66,61567,443
1751014180.709524000,172.16.10.60,54.185.38.139,1494,61567,443
1751014180.709557000,172.16.10.60,54.185.38.139,553,61567,443
1751014180.712287000,,,42,,
1751014181.035773000,54.185.38.139,172.16.10.60,74,443,61568
1751014181.035778000,54.185.38.139,172.16.10.60,78,443,61567
1751014181.035781000,54.185.38.139,172.16.10.60,66,443,61567
1751014181.035784000,54.185.38.139,172.16.10.60,1494,443,61567
1751014181.035787000,54.185.38.139,172.16.10.60,1494,443,61567
1751014181.035791000,54.185.38.139,172.16.10.60,386,443,61567
1751014181.035990000,172.16.10.60,54.185.38.139,66,61568,443
1751014181.036102000,172.16.10.60,54.185.38.139,1494,61567,443
1751014181.036156000,172.16.10.60,54.185.38.139,66,61567,443
1751014181.036843000,172.16.10.60,54.185.38.139,1494,61568,443
1751014181.036858000,172.16.10.60,54.185.38.139,432,61568,443
1751014181.036934000,172.16.10.60,54.185.38.139,66,61567,443
1751014181.038273000,172.16.10.60,54.185.38.139,130,61567,443
1751014181.040035000,172.16.10.60,54.185.38.139,158,61567,443
1751014181.040325000,172.16.10.60,54.185.38.139,472,61567,443
1751014181.040368000,172.16.10.60,54.185.38.139,1004,61567,443
1751014181.343173000,54.185.38.139,172.16.10.60,78,443,61568
1751014181.343177000,54.185.38.139,172.16.10.60,66,443,61568
1751014181.343180000,54.185.38.139,172.16.10.60,1494,443,61568
1751014181.343184000,54.185.38.139,172.16.10.60,1494,443,61568
1751014181.343187000,54.185.38.139,172.16.10.60,387,443,61568
1751014181.343191000,54.185.38.139,172.16.10.60,78,443,61567
1751014181.343194000,54.185.38.139,172.16.10.60,66,443,61567
1751014181.343195000,54.185.38.139,172.16.10.60,245,443,61567
1751014181.343199000,54.185.38.139,172.16.10.60,128,443,61567
1751014181.343201000,54.185.38.139,172.16.10.60,97,443,61567
1751014181.343203000,54.185.38.139,172.16.10.60,66,443,61567
1751014181.343206000,54.185.38.139,172.16.10.60,342,443,61567
1751014181.343209000,54.185.38.139,172.16.10.60,97,443,61567
1751014181.343447000,172.16.10.60,54.185.38.139,1494,61568,443
1751014181.343559000,172.16.10.60,54.185.38.139,66,61568,443
1751014181.343624000,172.16.10.60,54.185.38.139,66,61567,443
1751014181.343653000,172.16.10.60,54.185.38.139,66,61567,443
1751014181.343676000,172.16.10.60,54.185.38.139,66,61568,443
1751014181.343678000,172.16.10.60,54.185.38.139,66,61567,443
1751014181.344924000,172.16.10.60,54.185.38.139,130,61568,443
1751014181.347945000,172.16.10.60,54.185.38.139,97,61567,443
1751014181.349531000,,,165,,
1751014181.382580000,,,94,,
1751014181.413022000,,,94,,
1751014181.422175000,,,177,,
1751014181.425403000,,,84,,
1751014181.425586000,,,97,,
1751014181.457795000,,,86,,
1751014181.605676000,54.185.38.139,172.16.10.60,78,443,61568
1751014181.606558000,54.185.38.139,172.16.10.60,66,443,61568
1751014181.606562000,54.185.38.139,172.16.10.60,245,443,61568
1751014181.606565000,54.185.38.139,172.16.10.60,128,443,61568
1751014181.606728000,172.16.10.60,54.185.38.139,66,61568,443
1751014181.662325000,54.185.38.139,172.16.10.60,66,443,61567
1751014184.114386000,,,74,61322,5228
1751014184.210915000,,,86,5228,61322
1751014184.285145000,,,86,,
1751014184.287212000,,,78,,
1751014184.516128000,,,86,,
1751014184.516342000,,,78,,
1751014186.051565000,,,42,,
1751014186.665910000,,,42,,
1751014187.587504000,,,42,,
1751014189.478998000,,,42,,
1751014189.877094000,172.16.10.60,8.8.8.8,74,,
1751014189.877168000,172.16.10.60,8.8.8.8,74,,
1751014189.877237000,172.16.10.60,8.8.8.8,74,,
1751014189.886910000,8.8.8.8,172.16.10.60,158,,
1751014189.887831000,8.8.8.8,172.16.10.60,158,,
1751014189.889680000,8.8.8.8,172.16.10.60,90,,
1751014189.890047000,172.16.10.60,20.207.73.85,78,61570,443
1751014189.900447000,20.207.73.85,172.16.10.60,74,443,61570
1751014189.900602000,172.16.10.60,20.207.73.85,66,61570,443
1751014189.901008000,172.16.10.60,20.207.73.85,1490,61570,443
1751014189.901016000,172.16.10.60,20.207.73.85,509,61570,443
1751014189.911934000,20.207.73.85,172.16.10.60,66,443,61570
1751014189.912640000,20.207.73.85,172.16.10.60,1490,443,61570
1751014189.912644000,20.207.73.85,172.16.10.60,1490,443,61570
1751014189.912648000,20.207.73.85,172.16.10.60,708,443,61570
1751014189.912717000,172.16.10.60,20.207.73.85,66,61570,443
1751014189.913365000,172.16.10.60,20.207.73.85,130,61570,443
1751014189.913554000,172.16.10.60,20.207.73.85,158,61570,443
1751014189.913765000,172.16.10.60,20.207.73.85,359,61570,443
1751014189.924142000,20.207.73.85,172.16.10.60,145,443,61570
1751014189.924145000,20.207.73.85,172.16.10.60,145,443,61570
1751014189.924225000,172.16.10.60,20.207.73.85,66,61570,443
1751014189.925040000,20.207.73.85,172.16.10.60,78,443,61570
1751014189.925041000,20.207.73.85,172.16.10.60,66,443,61570
1751014189.925051000,20.207.73.85,172.16.10.60,130,443,61570
1751014189.925127000,172.16.10.60,20.207.73.85,158,61570,443
1751014189.925172000,172.16.10.60,20.207.73.85,66,61570,443
1751014189.925277000,172.16.10.60,20.207.73.85,97,61570,443
1751014189.936607000,20.207.73.85,172.16.10.60,78,443,61570
1751014190.250539000,20.207.73.85,172.16.10.60,1393,443,61570
1751014190.250657000,172.16.10.60,20.207.73.85,66,61570,443
1751014190.479518000,,,42,,
1751014191.685553000,54.185.38.139,172.16.10.60,105,443,61568
1751014191.685556000,54.185.38.139,172.16.10.60,90,443,61568
1751014191.685559000,54.185.38.139,172.16.10.60,66,443,61568
1751014191.685561000,54.185.38.139,172.16.10.60,105,443,61567
1751014191.685564000,54.185.38.139,172.16.10.60,90,443,61567
1751014191.685566000,54.185.38.139,172.16.10.60,66,443,61567
1751014191.685757000,172.16.10.60,54.185.38.139,66,61568,443
1751014191.685836000,172.16.10.60,54.185.38.139,66,61568,443
1751014191.685878000,172.16.10.60,54.185.38.139,66,61567,443
1751014191.685915000,172.16.10.60,54.185.38.139,66,61567,443
1751014191.687919000,172.16.10.60,54.185.38.139,66,61567,443
1751014191.991419000,54.185.38.139,172.16.10.60,66,443,61567
1751014191.999221000,172.16.10.60,8.8.8.8,220,,
1751014191.999280000,172.16.10.60,8.8.8.8,84,,
1751014191.999989000,172.16.10.60,8.8.8.8,220,,
1751014192.000051000,172.16.10.60,8.8.8.8,84,,
1751014192.008037000,8.8.8.8,172.16.10.60,80,,
1751014192.008251000,8.8.8.8,172.16.10.60,78,,
1751014192.008530000,172.16.10.60,8.8.8.8,75,,
1751014192.008960000,8.8.8.8,172.16.10.60,610,,
1751014192.008964000,8.8.8.8,172.16.10.60,66,,
1751014192.009139000,172.16.10.60,8.8.8.8,75,,
1751014192.009445000,172.16.10.60,8.8.8.8,76,,
1751014192.010994000,8.8.8.8,172.16.10.60,557,,
1751014192.011382000,172.16.10.60,8.8.8.8,83,,
1751014192.011521000,8.8.8.8,172.16.10.60,66,,
1751014192.012736000,172.16.10.60,20.189.172.76,78,61571,443
1751014192.016890000,8.8.8.8,172.16.10.60,73,,
1751014192.016892000,8.8.8.8,172.16.10.60,71,,
1751014192.022170000,8.8.8.8,172.16.10.60,72,,
1751014192.038606000,172.16.10.60,8.8.8.8,75,,
1751014192.269395000,,,98,61572,443
1751014192.272665000,20.189.172.76,172.16.10.60,74,443,61571
1751014192.272811000,172.16.10.60,20.189.172.76,54,61571,443
1751014192.326309000,17.242.13.4,172.16.10.60,335,5223,60512
1751014192.326438000,172.16.10.60,17.242.13.4,66,60512,5223
1751014192.332541000,172.16.10.60,17.242.13.4,98,60512,5223
1751014192.340019000,17.242.13.4,172.16.10.60,66,5223,60512
1751014192.400727000,172.16.10.60,8.8.8.8,221,,
1751014192.400818000,172.16.10.60,8.8.8.8,84,,
1751014192.401524000,172.16.10.60,8.8.8.8,221,,
1751014192.401632000,172.16.10.60,8.8.8.8,84,,
1751014192.408577000,8.8.8.8,172.16.10.60,73,,
1751014192.409242000,8.8.8.8,172.16.10.60,78,,
1751014192.410285000,8.8.8.8,172.16.10.60,78,,
1751014192.410378000,172.16.10.60,8.8.8.8,75,,
